Gene stable ID	GO term accession
ENSCHAG00000008871	
ENSCHAG00000008872	GO:0005515
ENSCHAG00000008873	
ENSCHAG00000008877	
ENSCHAG00000008880	
ENSCHAG00000008881	
ENSCHAG00000008882	GO:0030837
ENSCHAG00000008882	GO:0016791
ENSCHAG00000008882	GO:0008138
ENSCHAG00000008882	GO:0016311
ENSCHAG00000008882	GO:0004725
ENSCHAG00000008882	GO:0006470
ENSCHAG00000008882	GO:0003779
ENSCHAG00000008883	
ENSCHAG00000008885	
ENSCHAG00000008886	GO:0005515
ENSCHAG00000008888	GO:0008083
ENSCHAG00000008888	GO:0016020
ENSCHAG00000008889	
ENSCHAG00000008892	
ENSCHAG00000008893	GO:0051726
ENSCHAG00000008893	GO:0048592
ENSCHAG00000008893	GO:0005509
ENSCHAG00000008893	
ENSCHAG00000008894	GO:0005003
ENSCHAG00000008894	GO:0004713
ENSCHAG00000008894	GO:0007169
ENSCHAG00000008894	GO:0005887
ENSCHAG00000008894	GO:0016021
ENSCHAG00000008894	GO:0006468
ENSCHAG00000008894	GO:0004672
ENSCHAG00000008894	GO:0005524
ENSCHAG00000008894	GO:0005515
ENSCHAG00000008894	GO:0001756
ENSCHAG00000008894	GO:0007509
ENSCHAG00000008896	GO:0005515
ENSCHAG00000008897	GO:0043565
ENSCHAG00000008898	
ENSCHAG00000008899	GO:0005923
ENSCHAG00000008900	GO:0051287
ENSCHAG00000008900	GO:0016616
ENSCHAG00000008900	GO:0055114
ENSCHAG00000008901	GO:0003779
ENSCHAG00000008902	GO:0007186
ENSCHAG00000008902	GO:0004930
ENSCHAG00000008902	GO:0016021
ENSCHAG00000008903	
ENSCHAG00000008904	
ENSCHAG00000008905	
ENSCHAG00000008906	GO:0005515
ENSCHAG00000008907	GO:0005509
ENSCHAG00000008908	GO:0004719
ENSCHAG00000008908	GO:0006464
ENSCHAG00000008909	GO:0003676
ENSCHAG00000008909	GO:0048675
ENSCHAG00000008909	GO:0007409
ENSCHAG00000008909	GO:0007528
ENSCHAG00000008909	GO:0007519
ENSCHAG00000008909	GO:0007626
ENSCHAG00000008909	GO:0048514
ENSCHAG00000008910	GO:0030246
ENSCHAG00000008910	GO:0007166
ENSCHAG00000008910	GO:0004888
ENSCHAG00000008910	GO:0007186
ENSCHAG00000008910	GO:0004930
ENSCHAG00000008910	GO:0016020
ENSCHAG00000008910	GO:0016021
ENSCHAG00000008911	GO:0004222
ENSCHAG00000008911	GO:0008237
ENSCHAG00000008911	GO:0006508
ENSCHAG00000008911	GO:0008270
ENSCHAG00000008912	GO:0006812
ENSCHAG00000008912	GO:0008324
ENSCHAG00000008912	GO:0055085
ENSCHAG00000008912	GO:0016021
ENSCHAG00000008913	GO:0001944
ENSCHAG00000008913	GO:0045746
ENSCHAG00000008913	GO:0016525
ENSCHAG00000008913	GO:0005509
ENSCHAG00000008914	GO:0033333
ENSCHAG00000008915	GO:0004181
ENSCHAG00000008915	GO:0006508
ENSCHAG00000008915	GO:0008270
ENSCHAG00000008915	GO:0045892
ENSCHAG00000008915	GO:0003677
ENSCHAG00000008916	
ENSCHAG00000008918	GO:0006468
ENSCHAG00000008918	GO:0004672
ENSCHAG00000008918	GO:0005524
ENSCHAG00000008919	
ENSCHAG00000008920	GO:0003677
ENSCHAG00000008920	GO:0006355
ENSCHAG00000008920	GO:0000981
ENSCHAG00000008921	
ENSCHAG00000008922	
ENSCHAG00000008923	
ENSCHAG00000008924	GO:0005634
ENSCHAG00000008924	GO:0048066
ENSCHAG00000008924	GO:0042060
ENSCHAG00000008924	GO:0003677
ENSCHAG00000008924	GO:0006355
ENSCHAG00000008924	GO:0000981
ENSCHAG00000008924	GO:0050938
ENSCHAG00000008925	
ENSCHAG00000008926	GO:0046983
ENSCHAG00000008927	
ENSCHAG00000008928	GO:0001945
ENSCHAG00000008928	GO:0031998
ENSCHAG00000008928	GO:0016746
ENSCHAG00000008929	
ENSCHAG00000008930	GO:0007186
ENSCHAG00000008930	GO:0004930
ENSCHAG00000008930	GO:0016021
ENSCHAG00000008931	
ENSCHAG00000008932	GO:0005509
ENSCHAG00000008933	GO:0006351
ENSCHAG00000008933	GO:0003677
ENSCHAG00000008933	GO:0006355
ENSCHAG00000008934	GO:0005515
ENSCHAG00000008935	GO:0008237
ENSCHAG00000008935	GO:0097374
ENSCHAG00000008935	GO:0031012
ENSCHAG00000008935	GO:0004222
ENSCHAG00000008935	GO:0006508
ENSCHAG00000008935	GO:0008270
ENSCHAG00000008936	GO:0043066
ENSCHAG00000008936	GO:0004674
ENSCHAG00000008936	GO:0006468
ENSCHAG00000008936	GO:0004672
ENSCHAG00000008936	GO:0005524
ENSCHAG00000008938	
ENSCHAG00000008939	GO:0034597
ENSCHAG00000008939	GO:0046856
ENSCHAG00000008940	GO:0070527
ENSCHAG00000008940	GO:0005178
ENSCHAG00000008940	GO:0007229
ENSCHAG00000008940	GO:0008305
ENSCHAG00000008940	GO:0007155
ENSCHAG00000008941	
ENSCHAG00000008941	GO:0045879
ENSCHAG00000008942	
ENSCHAG00000008943	
ENSCHAG00000008945	GO:0005577
ENSCHAG00000008945	GO:0051258
ENSCHAG00000008945	GO:0030168
ENSCHAG00000008945	GO:0005102
ENSCHAG00000008945	GO:0007596
ENSCHAG00000008946	GO:0005515
ENSCHAG00000008947	GO:0071821
ENSCHAG00000008947	GO:0051382
ENSCHAG00000008947	GO:0000776
ENSCHAG00000008947	GO:0046982
ENSCHAG00000008947	GO:0006281
ENSCHAG00000008948	GO:0005515
ENSCHAG00000008949	GO:0006812
ENSCHAG00000008949	GO:0005261
ENSCHAG00000008949	GO:0044214
ENSCHAG00000008949	GO:0070588
ENSCHAG00000008949	GO:0005262
ENSCHAG00000008949	GO:0055085
ENSCHAG00000008949	GO:0006811
ENSCHAG00000008949	GO:0005216
ENSCHAG00000008949	GO:0016020
ENSCHAG00000008949	GO:0016021
ENSCHAG00000008949	GO:0005515
ENSCHAG00000008950	GO:0005515
ENSCHAG00000008951	
ENSCHAG00000008952	
ENSCHAG00000008953	GO:0004089
ENSCHAG00000008953	GO:0008270
ENSCHAG00000008954	GO:0000062
ENSCHAG00000008954	GO:0005515
ENSCHAG00000008955	GO:0005242
ENSCHAG00000008955	GO:0006813
ENSCHAG00000008955	GO:0016020
ENSCHAG00000008955	GO:0016021
ENSCHAG00000008957	GO:0004867
ENSCHAG00000008957	GO:0005515
ENSCHAG00000008958	GO:0000079
ENSCHAG00000008958	GO:0019901
ENSCHAG00000008959	GO:0007009
ENSCHAG00000008959	GO:0005515
ENSCHAG00000008960	GO:0005509
ENSCHAG00000008960	GO:0030198
ENSCHAG00000008960	GO:0035122
ENSCHAG00000008960	GO:0043589
ENSCHAG00000008960	GO:0090497
ENSCHAG00000008961	GO:0006486
ENSCHAG00000008961	GO:0016020
ENSCHAG00000008962	GO:0004222
ENSCHAG00000008962	GO:0008237
ENSCHAG00000008962	GO:0006508
ENSCHAG00000008962	GO:0008270
ENSCHAG00000008963	GO:0005525
ENSCHAG00000008963	GO:0003924
ENSCHAG00000008964	GO:0004833
ENSCHAG00000008964	GO:0019441
ENSCHAG00000008964	GO:0020037
ENSCHAG00000008964	GO:0046872
ENSCHAG00000008967	GO:0006364
ENSCHAG00000008968	GO:0007507
ENSCHAG00000008968	GO:0008016
ENSCHAG00000008968	GO:0003677
ENSCHAG00000008968	GO:0006355
ENSCHAG00000008968	GO:0000981
ENSCHAG00000008969	
ENSCHAG00000008970	GO:0005242
ENSCHAG00000008970	GO:0006813
ENSCHAG00000008970	GO:0016020
ENSCHAG00000008970	GO:0016021
ENSCHAG00000008971	
ENSCHAG00000008971	GO:0060026
ENSCHAG00000008971	GO:0021983
ENSCHAG00000008972	GO:0005515
ENSCHAG00000008973	GO:0005179
ENSCHAG00000008973	GO:0005576
ENSCHAG00000008974	GO:0052689
ENSCHAG00000008974	GO:0016787
ENSCHAG00000008974	GO:0016021
ENSCHAG00000008975	GO:0004719
ENSCHAG00000008975	GO:0006464
ENSCHAG00000008976	GO:0014066
ENSCHAG00000008976	GO:0000281
ENSCHAG00000008977	
ENSCHAG00000008978	
ENSCHAG00000008979	GO:0002244
ENSCHAG00000008979	
ENSCHAG00000008980	GO:0006355
ENSCHAG00000008981	GO:0006887
ENSCHAG00000008981	GO:0006886
ENSCHAG00000008981	GO:0016020
ENSCHAG00000008981	GO:0005515
ENSCHAG00000008982	GO:0005515
ENSCHAG00000008983	
ENSCHAG00000008985	GO:0007608
ENSCHAG00000008985	GO:0007165
ENSCHAG00000008986	GO:0061400
ENSCHAG00000008986	GO:0003700
ENSCHAG00000008987	GO:0005911
ENSCHAG00000008988	GO:0006457
ENSCHAG00000008988	GO:0051082
ENSCHAG00000008988	GO:0005524
ENSCHAG00000008988	GO:0001666
ENSCHAG00000008991	
ENSCHAG00000008993	
ENSCHAG00000008994	GO:0005515
ENSCHAG00000008994	GO:0021828
ENSCHAG00000008994	
ENSCHAG00000008995	
ENSCHAG00000008996	
ENSCHAG00000008997	GO:0005515
ENSCHAG00000008998	GO:0097224
ENSCHAG00000008998	GO:0032027
ENSCHAG00000008998	GO:0007283
ENSCHAG00000008999	GO:0015467
ENSCHAG00000008999	GO:0005242
ENSCHAG00000008999	GO:0006813
ENSCHAG00000008999	GO:0016020
ENSCHAG00000008999	GO:0016021
ENSCHAG00000009000	
ENSCHAG00000009001	GO:0046626
ENSCHAG00000009001	GO:0030833
ENSCHAG00000009001	GO:0007009
ENSCHAG00000009001	GO:0005515
ENSCHAG00000009002	
ENSCHAG00000009003	
ENSCHAG00000009004	
ENSCHAG00000009005	GO:0005515
ENSCHAG00000009006	GO:0005742
ENSCHAG00000009007	GO:0009159
ENSCHAG00000009007	GO:0070694
ENSCHAG00000009008	
ENSCHAG00000009009	GO:0006486
ENSCHAG00000009009	GO:0016020
ENSCHAG00000009010	GO:0006606
ENSCHAG00000009010	GO:0006886
ENSCHAG00000009011	GO:0051454
ENSCHAG00000009011	GO:0015301
ENSCHAG00000009011	GO:0008509
ENSCHAG00000009011	GO:0006820
ENSCHAG00000009011	GO:0008272
ENSCHAG00000009011	GO:0008271
ENSCHAG00000009011	GO:0015116
ENSCHAG00000009011	GO:0005887
ENSCHAG00000009011	GO:0055085
ENSCHAG00000009011	GO:0016020
ENSCHAG00000009011	GO:0016021
ENSCHAG00000009011	GO:0006821
ENSCHAG00000009011	GO:0008510
ENSCHAG00000009012	GO:0008373
ENSCHAG00000009012	GO:0006486
ENSCHAG00000009013	GO:0007283
ENSCHAG00000009014	
ENSCHAG00000009015	
ENSCHAG00000009016	GO:0008289
ENSCHAG00000009017	GO:0046855
ENSCHAG00000009017	GO:0046854
ENSCHAG00000009018	GO:0005577
ENSCHAG00000009018	GO:0051258
ENSCHAG00000009018	GO:0072378
ENSCHAG00000009018	GO:0007596
ENSCHAG00000009018	GO:0030168
ENSCHAG00000009018	GO:0005102
ENSCHAG00000009019	GO:0006511
ENSCHAG00000009019	GO:0016579
ENSCHAG00000009019	GO:0004843
ENSCHAG00000009020	GO:0000159
ENSCHAG00000009020	GO:0019888
ENSCHAG00000009020	GO:0007165
ENSCHAG00000009022	
ENSCHAG00000009024	GO:0017057
ENSCHAG00000009024	GO:0004345
ENSCHAG00000009024	GO:0016614
ENSCHAG00000009024	GO:0006006
ENSCHAG00000009024	GO:0006098
ENSCHAG00000009024	GO:0050661
ENSCHAG00000009024	GO:0005975
ENSCHAG00000009024	GO:0055114
ENSCHAG00000009025	GO:0005509
ENSCHAG00000009026	GO:0006396
ENSCHAG00000009027	GO:0000159
ENSCHAG00000009027	GO:0019888
ENSCHAG00000009027	GO:0007165
ENSCHAG00000009028	GO:0005891
ENSCHAG00000009028	GO:0005245
ENSCHAG00000009028	GO:0070588
ENSCHAG00000009028	GO:0055085
ENSCHAG00000009028	GO:0006811
ENSCHAG00000009028	GO:0005216
ENSCHAG00000009028	GO:0016020
ENSCHAG00000009029	GO:0021628
ENSCHAG00000009029	GO:0071699
ENSCHAG00000009029	GO:0005515
ENSCHAG00000009030	GO:0007165
ENSCHAG00000009030	GO:0005515
ENSCHAG00000009031	GO:0007283
ENSCHAG00000009031	GO:0005794
ENSCHAG00000009031	GO:0005515
ENSCHAG00000009032	GO:0006355
ENSCHAG00000009034	GO:0007064
ENSCHAG00000009034	GO:0005694
ENSCHAG00000009034	GO:0051276
ENSCHAG00000009034	GO:0008278
ENSCHAG00000009034	GO:0005524
ENSCHAG00000009034	GO:0005515
ENSCHAG00000009035	GO:0004222
ENSCHAG00000009035	GO:0008237
ENSCHAG00000009035	GO:0006508
ENSCHAG00000009035	GO:0008270
ENSCHAG00000009037	GO:0035226
ENSCHAG00000009037	GO:0006750
ENSCHAG00000009038	
ENSCHAG00000009039	
ENSCHAG00000009040	GO:0007420
ENSCHAG00000009040	GO:0021952
ENSCHAG00000009040	GO:0060322
ENSCHAG00000009040	GO:0043065
ENSCHAG00000009040	GO:0035024
ENSCHAG00000009040	GO:0061351
ENSCHAG00000009040	GO:0051260
ENSCHAG00000009040	GO:0005515
ENSCHAG00000009041	GO:0047173
ENSCHAG00000009041	GO:0042572
ENSCHAG00000009043	GO:0005452
ENSCHAG00000009043	GO:0008509
ENSCHAG00000009043	GO:0006820
ENSCHAG00000009043	GO:0016020
ENSCHAG00000009043	GO:0016021
ENSCHAG00000009044	
ENSCHAG00000009045	GO:0007218
ENSCHAG00000009047	GO:0005975
ENSCHAG00000009048	
ENSCHAG00000009050	GO:0006413
ENSCHAG00000009050	GO:0003743
ENSCHAG00000009050	GO:0005737
ENSCHAG00000009050	GO:0003723
ENSCHAG00000009051	GO:0005732
ENSCHAG00000009051	GO:0000398
ENSCHAG00000009052	GO:1900076
ENSCHAG00000009052	GO:0032571
ENSCHAG00000009052	GO:0060348
ENSCHAG00000009052	GO:0005576
ENSCHAG00000009052	GO:0005509
ENSCHAG00000009053	GO:0007507
ENSCHAG00000009053	GO:0005515
ENSCHAG00000009054	GO:0047173
ENSCHAG00000009054	GO:0042572
ENSCHAG00000009055	GO:0016491
ENSCHAG00000009055	GO:0055114
ENSCHAG00000009056	GO:0008081
ENSCHAG00000009056	GO:0004114
ENSCHAG00000009056	GO:0007165
ENSCHAG00000009056	GO:0005515
ENSCHAG00000009057	GO:0031012
ENSCHAG00000009057	GO:0062023
ENSCHAG00000009057	GO:0005576
ENSCHAG00000009057	GO:0005509
ENSCHAG00000009058	GO:0004862
ENSCHAG00000009058	GO:0006469
ENSCHAG00000009059	GO:0007368
ENSCHAG00000009059	
ENSCHAG00000009060	GO:0007420
ENSCHAG00000009060	GO:0007507
ENSCHAG00000009060	GO:0003700
ENSCHAG00000009060	GO:0003677
ENSCHAG00000009060	GO:0006355
ENSCHAG00000009060	GO:0000981
ENSCHAG00000009061	GO:0005515
ENSCHAG00000009062	GO:0005923
ENSCHAG00000009062	GO:0005198
ENSCHAG00000009062	GO:0016021
ENSCHAG00000009063	GO:0002161
ENSCHAG00000009063	GO:0006429
ENSCHAG00000009063	GO:0004823
ENSCHAG00000009063	GO:0006418
ENSCHAG00000009063	GO:0004812
ENSCHAG00000009063	GO:0000166
ENSCHAG00000009063	GO:0005524
ENSCHAG00000009064	GO:0006171
ENSCHAG00000009064	GO:0004016
ENSCHAG00000009064	GO:0016849
ENSCHAG00000009064	GO:0009190
ENSCHAG00000009064	GO:0005886
ENSCHAG00000009064	GO:0035556
ENSCHAG00000009065	GO:0004089
ENSCHAG00000009065	GO:0008270
ENSCHAG00000009066	GO:0030510
ENSCHAG00000009066	GO:0030111
ENSCHAG00000009066	GO:0001654
ENSCHAG00000009066	GO:0060059
ENSCHAG00000009066	GO:0061386
ENSCHAG00000009066	GO:0060070
ENSCHAG00000009066	GO:0030900
ENSCHAG00000009066	GO:0061031
ENSCHAG00000009066	GO:0030177
ENSCHAG00000009066	GO:0030513
ENSCHAG00000009066	GO:0072576
ENSCHAG00000009066	GO:2000056
ENSCHAG00000009066	GO:0005515
ENSCHAG00000009066	GO:0035567
ENSCHAG00000009067	
ENSCHAG00000009067	GO:0007420
ENSCHAG00000009068	GO:0030553
ENSCHAG00000009068	GO:0007601
ENSCHAG00000009068	GO:0004114
ENSCHAG00000009069	GO:0005515
ENSCHAG00000009069	
ENSCHAG00000009070	GO:0009058
ENSCHAG00000009070	GO:0003824
ENSCHAG00000009071	GO:0008236
ENSCHAG00000009071	GO:0006508
ENSCHAG00000009072	GO:0007186
ENSCHAG00000009072	GO:0004930
ENSCHAG00000009072	GO:0016021
ENSCHAG00000009073	
ENSCHAG00000009074	GO:0051216
ENSCHAG00000009074	GO:0048066
ENSCHAG00000009074	GO:0010155
ENSCHAG00000009074	GO:0048484
ENSCHAG00000009074	GO:0042310
ENSCHAG00000009074	GO:0008217
ENSCHAG00000009074	GO:0004962
ENSCHAG00000009074	GO:0007186
ENSCHAG00000009074	GO:0004930
ENSCHAG00000009074	GO:0016021
ENSCHAG00000009074	GO:0035176
ENSCHAG00000009075	GO:0016706
ENSCHAG00000009075	GO:0008168
ENSCHAG00000009075	GO:0055114
ENSCHAG00000009076	GO:0003676
ENSCHAG00000009077	GO:0046983
ENSCHAG00000009078	GO:0017157
ENSCHAG00000009078	GO:0008021
ENSCHAG00000009078	GO:0005525
ENSCHAG00000009079	GO:0006665
ENSCHAG00000009079	GO:0004348
ENSCHAG00000009079	GO:0030278
ENSCHAG00000009079	GO:0036268
ENSCHAG00000009079	GO:0070050
ENSCHAG00000009080	GO:0016203
ENSCHAG00000009080	GO:0005515
ENSCHAG00000009081	GO:0008270
ENSCHAG00000009081	GO:0003676
ENSCHAG00000009083	
ENSCHAG00000009084	
ENSCHAG00000009086	GO:0016409
ENSCHAG00000009087	GO:0007264
ENSCHAG00000009087	GO:0005085
ENSCHAG00000009088	GO:0000398
ENSCHAG00000009089	GO:0008092
ENSCHAG00000009089	GO:0005856
ENSCHAG00000009089	GO:0003779
ENSCHAG00000009089	GO:0007492
ENSCHAG00000009089	GO:0072554
ENSCHAG00000009093	GO:1904888
ENSCHAG00000009093	GO:0032526
ENSCHAG00000009093	GO:0003700
ENSCHAG00000009093	GO:0006355
ENSCHAG00000009093	GO:0008270
ENSCHAG00000009093	GO:0043565
ENSCHAG00000009094	GO:0005525
ENSCHAG00000009096	GO:0003677
ENSCHAG00000009096	GO:0006355
ENSCHAG00000009096	GO:0000981
ENSCHAG00000009096	
ENSCHAG00000009097	GO:0030286
ENSCHAG00000009097	GO:0007017
ENSCHAG00000009098	
ENSCHAG00000009099	GO:0006171
ENSCHAG00000009099	GO:0004016
ENSCHAG00000009099	GO:0009190
ENSCHAG00000009099	GO:0005886
ENSCHAG00000009099	GO:0035556
ENSCHAG00000009100	GO:0008236
ENSCHAG00000009100	GO:0006508
ENSCHAG00000009101	GO:0034597
ENSCHAG00000009101	GO:0046856
ENSCHAG00000009102	GO:0016020
ENSCHAG00000009103	GO:0060090
ENSCHAG00000009103	GO:0005515
ENSCHAG00000009104	GO:0016849
ENSCHAG00000009104	GO:0009190
ENSCHAG00000009104	GO:0035556
ENSCHAG00000009105	GO:0001503
ENSCHAG00000009106	GO:0004089
ENSCHAG00000009106	GO:0008270
ENSCHAG00000009107	GO:0006285
ENSCHAG00000009107	GO:0003906
ENSCHAG00000009107	GO:0019104
ENSCHAG00000009107	GO:0006281
ENSCHAG00000009107	GO:0006284
ENSCHAG00000009107	GO:0005634
ENSCHAG00000009107	GO:0003677
ENSCHAG00000009107	GO:0003824
ENSCHAG00000009108	GO:0005515
ENSCHAG00000009109	GO:0016791
ENSCHAG00000009109	GO:0008138
ENSCHAG00000009109	GO:0016311
ENSCHAG00000009109	GO:0004725
ENSCHAG00000009109	GO:0006470
ENSCHAG00000009109	GO:0005515
ENSCHAG00000009110	GO:0008092
ENSCHAG00000009110	GO:0005856
ENSCHAG00000009111	GO:0005118
ENSCHAG00000009111	GO:0007601
ENSCHAG00000009111	GO:0007186
ENSCHAG00000009111	GO:0004930
ENSCHAG00000009111	GO:0016020
ENSCHAG00000009111	GO:0016021
ENSCHAG00000009113	GO:2000431
ENSCHAG00000009113	GO:0032506
ENSCHAG00000009113	GO:0005737
ENSCHAG00000009113	GO:0005085
ENSCHAG00000009113	GO:0005634
ENSCHAG00000009113	GO:0035556
ENSCHAG00000009113	GO:0043547
ENSCHAG00000009113	GO:0005096
ENSCHAG00000009114	
ENSCHAG00000009115	GO:0004430
ENSCHAG00000009116	GO:0009168
ENSCHAG00000009116	GO:0019239
ENSCHAG00000009116	GO:0004000
ENSCHAG00000009117	
ENSCHAG00000009118	GO:0006959
ENSCHAG00000009118	GO:0045182
ENSCHAG00000009118	GO:0005737
ENSCHAG00000009118	GO:0005634
ENSCHAG00000009118	GO:0003677
ENSCHAG00000009118	GO:0045944
ENSCHAG00000009118	GO:0001228
ENSCHAG00000009118	GO:0000978
ENSCHAG00000009119	GO:0001525
ENSCHAG00000009119	GO:0008234
ENSCHAG00000009119	GO:0006508
ENSCHAG00000009120	GO:0003677
ENSCHAG00000009120	GO:0006355
ENSCHAG00000009120	GO:0000981
ENSCHAG00000009121	GO:0022857
ENSCHAG00000009121	GO:0055085
ENSCHAG00000009121	GO:0016020
ENSCHAG00000009122	GO:0043231
ENSCHAG00000009122	GO:0051537
ENSCHAG00000009123	GO:0006096
ENSCHAG00000009123	GO:0016868
ENSCHAG00000009123	GO:0004619
ENSCHAG00000009123	GO:0003824
ENSCHAG00000009125	GO:0005515
ENSCHAG00000009126	GO:0030097
ENSCHAG00000009126	GO:0031101
ENSCHAG00000009126	GO:0006457
ENSCHAG00000009126	GO:0051082
ENSCHAG00000009126	GO:0005524
ENSCHAG00000009126	
ENSCHAG00000009127	GO:0061337
ENSCHAG00000009127	GO:0042391
ENSCHAG00000009127	GO:0002724
ENSCHAG00000009127	GO:0005227
ENSCHAG00000009127	GO:0042310
ENSCHAG00000009127	GO:0006812
ENSCHAG00000009127	GO:0034220
ENSCHAG00000009127	GO:0055085
ENSCHAG00000009127	GO:0006811
ENSCHAG00000009127	GO:0005216
ENSCHAG00000009127	GO:0016020
ENSCHAG00000009127	GO:0016021
ENSCHAG00000009129	
ENSCHAG00000009130	
ENSCHAG00000009131	GO:0005634
ENSCHAG00000009131	GO:0003700
ENSCHAG00000009131	GO:0006355
ENSCHAG00000009131	GO:0006357
ENSCHAG00000009131	GO:0043565
ENSCHAG00000009131	GO:0045893
ENSCHAG00000009131	GO:0071482
ENSCHAG00000009132	GO:0060122
ENSCHAG00000009132	GO:0006897
ENSCHAG00000009132	GO:0007423
ENSCHAG00000009132	GO:0035315
ENSCHAG00000009132	GO:0050974
ENSCHAG00000009132	GO:0061512
ENSCHAG00000009132	GO:0003774
ENSCHAG00000009132	GO:0016459
ENSCHAG00000009132	GO:0005856
ENSCHAG00000009132	GO:0051015
ENSCHAG00000009132	GO:0005524
ENSCHAG00000009132	GO:0005515
ENSCHAG00000009133	
ENSCHAG00000009135	GO:0006396
ENSCHAG00000009135	GO:0003676
ENSCHAG00000009135	GO:0005515
ENSCHAG00000009136	GO:0033596
ENSCHAG00000009136	GO:0051056
ENSCHAG00000009136	GO:0005634
ENSCHAG00000009136	GO:0043547
ENSCHAG00000009136	GO:0005096
ENSCHAG00000009136	GO:0032007
ENSCHAG00000009138	GO:0043484
ENSCHAG00000009138	GO:0003723
ENSCHAG00000009138	GO:0003676
ENSCHAG00000009139	
ENSCHAG00000009140	
ENSCHAG00000009141	
ENSCHAG00000009142	GO:0055085
ENSCHAG00000009142	GO:0016021
ENSCHAG00000009143	GO:0005525
ENSCHAG00000009144	
ENSCHAG00000009145	
ENSCHAG00000009146	GO:0007268
ENSCHAG00000009146	GO:0022857
ENSCHAG00000009146	GO:0055085
ENSCHAG00000009146	GO:0016020
ENSCHAG00000009146	GO:0016021
ENSCHAG00000009147	
ENSCHAG00000009148	GO:2000479
ENSCHAG00000009148	GO:0045761
ENSCHAG00000009148	GO:0043408
ENSCHAG00000009148	GO:0031628
ENSCHAG00000009148	GO:0008188
ENSCHAG00000009148	GO:0007186
ENSCHAG00000009148	GO:0004930
ENSCHAG00000009148	GO:0016021
ENSCHAG00000009149	
ENSCHAG00000009150	GO:0035198
ENSCHAG00000009150	GO:0046872
ENSCHAG00000009150	GO:0005515
ENSCHAG00000009152	GO:0006508
ENSCHAG00000009152	GO:0004252
ENSCHAG00000009153	GO:0060027
ENSCHAG00000009154	GO:0022857
ENSCHAG00000009154	GO:0055085
ENSCHAG00000009156	GO:0008270
ENSCHAG00000009156	GO:0003676
ENSCHAG00000009157	GO:0016409
ENSCHAG00000009157	GO:0021537
ENSCHAG00000009157	GO:0021898
ENSCHAG00000009157	GO:0021899
ENSCHAG00000009159	GO:0006069
ENSCHAG00000009159	GO:0051903
ENSCHAG00000009159	GO:0016491
ENSCHAG00000009159	GO:0055114
ENSCHAG00000009159	GO:0008270
ENSCHAG00000009160	
ENSCHAG00000009161	GO:0016567
ENSCHAG00000009161	GO:0004842
ENSCHAG00000009162	
ENSCHAG00000009163	GO:0008234
ENSCHAG00000009163	GO:0006508
ENSCHAG00000009164	GO:0016021
ENSCHAG00000009165	GO:0003677
ENSCHAG00000009165	GO:0006355
ENSCHAG00000009165	GO:0000981
ENSCHAG00000009166	GO:0050935
ENSCHAG00000009166	GO:0043473
ENSCHAG00000009166	GO:0030318
ENSCHAG00000009166	GO:0042438
ENSCHAG00000009166	GO:0055085
ENSCHAG00000009166	GO:0016021
ENSCHAG00000009167	GO:0006468
ENSCHAG00000009167	GO:0004672
ENSCHAG00000009167	GO:0005524
ENSCHAG00000009168	GO:0005515
ENSCHAG00000009169	
ENSCHAG00000009170	GO:0007010
ENSCHAG00000009170	GO:0003779
ENSCHAG00000009170	GO:0051015
ENSCHAG00000009171	
ENSCHAG00000009172	GO:0051180
ENSCHAG00000009172	GO:0090482
ENSCHAG00000009172	GO:0005499
ENSCHAG00000009172	GO:0005615
ENSCHAG00000009173	
ENSCHAG00000009174	GO:0003677
ENSCHAG00000009174	GO:0008270
ENSCHAG00000009175	GO:0046872
ENSCHAG00000009176	GO:0003774
ENSCHAG00000009176	GO:0016459
ENSCHAG00000009176	GO:0051015
ENSCHAG00000009176	GO:0005524
ENSCHAG00000009176	GO:0005515
ENSCHAG00000009178	GO:0007420
ENSCHAG00000009178	
ENSCHAG00000009179	
ENSCHAG00000009180	GO:0030163
ENSCHAG00000009180	GO:0016887
ENSCHAG00000009180	GO:0005737
ENSCHAG00000009180	GO:0016787
ENSCHAG00000009180	GO:0005524
ENSCHAG00000009182	GO:0006412
ENSCHAG00000009182	GO:0005840
ENSCHAG00000009182	GO:0003735
ENSCHAG00000009184	GO:0006508
ENSCHAG00000009184	GO:0004252
ENSCHAG00000009186	GO:0006355
ENSCHAG00000009188	GO:0016274
ENSCHAG00000009188	GO:0018216
ENSCHAG00000009188	GO:0005515
ENSCHAG00000009189	
ENSCHAG00000009190	GO:0015914
ENSCHAG00000009190	GO:0005548
ENSCHAG00000009191	GO:0015074
ENSCHAG00000009191	GO:0003676
ENSCHAG00000009192	
ENSCHAG00000009193	
ENSCHAG00000009194	GO:0005515
ENSCHAG00000009195	GO:0000278
ENSCHAG00000009195	GO:0060027
ENSCHAG00000009195	GO:0003139
ENSCHAG00000009195	GO:0030509
ENSCHAG00000009195	GO:0035329
ENSCHAG00000009195	GO:0004674
ENSCHAG00000009195	GO:0006468
ENSCHAG00000009195	GO:0004672
ENSCHAG00000009195	GO:0005524
ENSCHAG00000009195	GO:0005515
ENSCHAG00000009196	GO:0015914
ENSCHAG00000009196	GO:0005548
ENSCHAG00000009198	
ENSCHAG00000009199	GO:0005543
ENSCHAG00000009199	GO:0032012
ENSCHAG00000009199	GO:0005515
ENSCHAG00000009199	GO:0007507
ENSCHAG00000009199	GO:0061053
