Gene stable ID	GO term accession
ENSCHAG00000023683	GO:0005634
ENSCHAG00000023683	GO:0002062
ENSCHAG00000023683	GO:0035988
ENSCHAG00000023684	GO:0005515
ENSCHAG00000023685	
ENSCHAG00000023686	GO:0006468
ENSCHAG00000023686	GO:0004672
ENSCHAG00000023686	GO:0005524
ENSCHAG00000023688	GO:0007179
ENSCHAG00000023688	GO:0005667
ENSCHAG00000023688	GO:0006355
ENSCHAG00000023688	GO:0005515
ENSCHAG00000023689	
ENSCHAG00000023690	GO:0015031
ENSCHAG00000023690	GO:0030117
ENSCHAG00000023690	GO:0006886
ENSCHAG00000023690	GO:0016192
ENSCHAG00000023692	
ENSCHAG00000023695	GO:0001945
ENSCHAG00000023695	GO:0009953
ENSCHAG00000023695	GO:0061371
ENSCHAG00000023695	GO:0030509
ENSCHAG00000023695	GO:0060972
ENSCHAG00000023695	GO:0060912
ENSCHAG00000023695	GO:0007178
ENSCHAG00000023695	GO:0004675
ENSCHAG00000023695	GO:0016020
ENSCHAG00000023695	GO:0006468
ENSCHAG00000023695	GO:0004672
ENSCHAG00000023695	GO:0005524
ENSCHAG00000023696	GO:0006508
ENSCHAG00000023696	GO:0004252
ENSCHAG00000023698	
ENSCHAG00000023699	
ENSCHAG00000023701	
ENSCHAG00000023702	GO:0016592
ENSCHAG00000023702	GO:0006357
ENSCHAG00000023702	GO:0003712
ENSCHAG00000023704	GO:0005515
ENSCHAG00000023705	GO:0043486
ENSCHAG00000023705	GO:0006338
ENSCHAG00000023705	GO:0005634
ENSCHAG00000023705	GO:0006355
ENSCHAG00000023706	GO:0006629
ENSCHAG00000023707	GO:0006508
ENSCHAG00000023707	GO:0004252
ENSCHAG00000023708	GO:0007165
ENSCHAG00000023709	
ENSCHAG00000023710	GO:0045211
ENSCHAG00000023710	GO:0022848
ENSCHAG00000023710	GO:0034220
ENSCHAG00000023710	GO:0005230
ENSCHAG00000023710	GO:0004888
ENSCHAG00000023710	GO:0006811
ENSCHAG00000023710	GO:0005216
ENSCHAG00000023710	GO:0016021
ENSCHAG00000023712	
ENSCHAG00000023713	GO:0042157
ENSCHAG00000023713	GO:0006869
ENSCHAG00000023713	GO:0008289
ENSCHAG00000023713	GO:0005576
ENSCHAG00000023714	GO:0051920
ENSCHAG00000023714	GO:0055114
ENSCHAG00000023715	GO:0005515
ENSCHAG00000023716	
ENSCHAG00000023717	GO:0015074
ENSCHAG00000023717	GO:0003676
ENSCHAG00000023718	GO:0003785
ENSCHAG00000023718	GO:0007015
ENSCHAG00000023719	
ENSCHAG00000023720	GO:0005515
ENSCHAG00000023722	
ENSCHAG00000023723	GO:0008080
ENSCHAG00000023724	
ENSCHAG00000023725	GO:0006355
ENSCHAG00000023725	GO:0005515
ENSCHAG00000023727	
ENSCHAG00000023728	
ENSCHAG00000023729	GO:0005372
ENSCHAG00000023729	GO:0015204
ENSCHAG00000023729	GO:0015267
ENSCHAG00000023729	GO:0055085
ENSCHAG00000023729	GO:0016020
ENSCHAG00000023730	GO:0005515
ENSCHAG00000023731	
ENSCHAG00000023732	GO:0005515
ENSCHAG00000023733	GO:0008270
ENSCHAG00000023734	GO:0005634
ENSCHAG00000023734	GO:0046872
ENSCHAG00000023734	GO:0003677
ENSCHAG00000023734	GO:0006355
ENSCHAG00000023735	GO:0007179
ENSCHAG00000023735	GO:0005667
ENSCHAG00000023735	GO:0006355
ENSCHAG00000023735	GO:0005515
ENSCHAG00000023736	GO:0005515
ENSCHAG00000023737	GO:0016705
ENSCHAG00000023737	GO:0005506
ENSCHAG00000023737	GO:0020037
ENSCHAG00000023737	GO:0004497
ENSCHAG00000023737	GO:0055114
ENSCHAG00000023738	GO:0016021
ENSCHAG00000023738	GO:0005335
ENSCHAG00000023738	GO:0006837
ENSCHAG00000023739	GO:0006414
ENSCHAG00000023739	GO:0003746
ENSCHAG00000023739	GO:0006749
ENSCHAG00000023739	GO:0005515
ENSCHAG00000023740	
ENSCHAG00000023741	GO:0015267
ENSCHAG00000023741	GO:0055085
ENSCHAG00000023741	GO:0016020
ENSCHAG00000023742	GO:0005506
ENSCHAG00000023742	GO:0005833
ENSCHAG00000023742	GO:0015671
ENSCHAG00000023742	GO:0020037
ENSCHAG00000023742	GO:0019825
ENSCHAG00000023743	GO:0005515
ENSCHAG00000023744	GO:0005856
ENSCHAG00000023744	GO:0005515
ENSCHAG00000023745	GO:0005833
ENSCHAG00000023745	GO:0015671
ENSCHAG00000023745	GO:0020037
ENSCHAG00000023745	GO:0019825
ENSCHAG00000023746	GO:0006546
ENSCHAG00000023746	GO:0005515
ENSCHAG00000023746	GO:0004047
ENSCHAG00000023747	GO:0006468
ENSCHAG00000023747	GO:0004672
ENSCHAG00000023747	GO:0005524
ENSCHAG00000023748	
ENSCHAG00000023749	GO:0004222
ENSCHAG00000023749	GO:0008237
ENSCHAG00000023749	GO:0006508
ENSCHAG00000023749	GO:0008270
ENSCHAG00000023750	
ENSCHAG00000023751	GO:0005833
ENSCHAG00000023751	GO:0015671
ENSCHAG00000023751	GO:0020037
ENSCHAG00000023751	GO:0019825
ENSCHAG00000023752	GO:0051015
ENSCHAG00000023752	GO:0032401
ENSCHAG00000023752	GO:0045176
ENSCHAG00000023752	GO:0005515
ENSCHAG00000023753	
ENSCHAG00000023754	GO:0005833
ENSCHAG00000023754	GO:0015671
ENSCHAG00000023754	GO:0020037
ENSCHAG00000023754	GO:0019825
ENSCHAG00000023757	GO:0006412
ENSCHAG00000023757	GO:0005840
ENSCHAG00000023757	GO:0003735
ENSCHAG00000023758	GO:0016538
ENSCHAG00000023761	GO:1902036
ENSCHAG00000023761	GO:0042427
ENSCHAG00000023761	GO:0004510
ENSCHAG00000023761	GO:0016714
ENSCHAG00000023761	GO:0009072
ENSCHAG00000023761	GO:0005506
ENSCHAG00000023761	GO:0004497
ENSCHAG00000023761	GO:0055114
ENSCHAG00000023763	GO:0008289
ENSCHAG00000023764	GO:0000209
ENSCHAG00000023764	GO:1904262
ENSCHAG00000023764	GO:0061630
ENSCHAG00000023764	GO:0005764
ENSCHAG00000023764	GO:0006915
ENSCHAG00000023764	GO:0010508
ENSCHAG00000023765	GO:0005886
ENSCHAG00000023765	GO:0005243
ENSCHAG00000023765	GO:0005921
ENSCHAG00000023765	GO:0007267
ENSCHAG00000023765	GO:0005922
ENSCHAG00000023765	GO:0007154
ENSCHAG00000023765	GO:0022857
ENSCHAG00000023765	GO:0007507
ENSCHAG00000023769	GO:0006886
ENSCHAG00000023771	GO:0007205
ENSCHAG00000023771	GO:0004143
ENSCHAG00000023771	GO:0042803
ENSCHAG00000023771	GO:0003951
ENSCHAG00000023771	GO:0016301
ENSCHAG00000023771	GO:0046982
ENSCHAG00000023771	GO:0035556
ENSCHAG00000023771	GO:0007165
ENSCHAG00000023771	GO:0005515
ENSCHAG00000023772	GO:0003953
ENSCHAG00000023773	GO:0007417
ENSCHAG00000023773	GO:0035556
ENSCHAG00000023773	GO:0007165
ENSCHAG00000023774	GO:0006936
ENSCHAG00000023774	GO:0005515
ENSCHAG00000023775	
ENSCHAG00000023776	
ENSCHAG00000023777	GO:0038036
ENSCHAG00000023777	GO:0007186
ENSCHAG00000023777	GO:0004930
ENSCHAG00000023777	GO:0016021
ENSCHAG00000023778	
ENSCHAG00000023779	GO:0043249
ENSCHAG00000023779	GO:0042098
ENSCHAG00000023780	GO:0005515
ENSCHAG00000023781	GO:0007005
ENSCHAG00000023781	GO:0016887
ENSCHAG00000023781	GO:0005739
ENSCHAG00000023781	GO:0005524
ENSCHAG00000023782	GO:0008201
ENSCHAG00000023782	GO:0004867
ENSCHAG00000023782	GO:0046914
ENSCHAG00000023782	GO:0016021
ENSCHAG00000023783	GO:0005923
ENSCHAG00000023783	GO:0005198
ENSCHAG00000023783	GO:0016021
ENSCHAG00000023784	GO:0005923
ENSCHAG00000023784	GO:0005198
ENSCHAG00000023784	GO:0016021
ENSCHAG00000023785	
ENSCHAG00000023786	GO:0005525
ENSCHAG00000023787	GO:0033588
ENSCHAG00000023787	GO:0002098
ENSCHAG00000023787	GO:0005515
ENSCHAG00000023787	GO:0048484
ENSCHAG00000023788	GO:0003723
ENSCHAG00000023788	GO:0005515
ENSCHAG00000023789	GO:0042393
ENSCHAG00000023789	GO:0003714
ENSCHAG00000023789	GO:0005634
ENSCHAG00000023789	GO:0006355
ENSCHAG00000023789	GO:0005515
ENSCHAG00000023790	GO:0005515
ENSCHAG00000023791	GO:0003953
ENSCHAG00000023792	
ENSCHAG00000023793	GO:0005515
ENSCHAG00000023794	GO:0006351
ENSCHAG00000023794	GO:0003676
ENSCHAG00000023795	GO:0031012
ENSCHAG00000023795	GO:0004222
ENSCHAG00000023795	GO:0008237
ENSCHAG00000023795	GO:0006508
ENSCHAG00000023795	GO:0008270
ENSCHAG00000023796	GO:0071599
ENSCHAG00000023796	GO:0032475
ENSCHAG00000023796	GO:0005515
ENSCHAG00000023798	
ENSCHAG00000023799	GO:0042074
ENSCHAG00000023799	GO:0050220
ENSCHAG00000023800	GO:0003953
ENSCHAG00000023801	GO:0004415
ENSCHAG00000023801	GO:0005975
ENSCHAG00000023801	GO:0003824
ENSCHAG00000023801	GO:0030214
ENSCHAG00000023802	
ENSCHAG00000023803	GO:0003824
ENSCHAG00000023805	
ENSCHAG00000023805	GO:0001889
ENSCHAG00000023805	GO:0031017
ENSCHAG00000023805	GO:0048565
ENSCHAG00000023805	GO:0060216
ENSCHAG00000023805	GO:0006364
ENSCHAG00000023805	GO:0000448
ENSCHAG00000023806	GO:0016627
ENSCHAG00000023806	GO:0005737
ENSCHAG00000023806	GO:0016491
ENSCHAG00000023806	GO:0055114
ENSCHAG00000023806	GO:0051536
ENSCHAG00000023806	GO:0003824
ENSCHAG00000023807	
ENSCHAG00000023808	
ENSCHAG00000023809	GO:0062023
ENSCHAG00000023809	GO:0004222
ENSCHAG00000023809	GO:0008237
ENSCHAG00000023809	GO:0006508
ENSCHAG00000023809	GO:0008270
ENSCHAG00000023810	
ENSCHAG00000023812	GO:0005249
ENSCHAG00000023812	GO:0006811
ENSCHAG00000023812	GO:0016020
ENSCHAG00000023813	GO:0006508
ENSCHAG00000023813	GO:0004252
ENSCHAG00000023814	
ENSCHAG00000023815	GO:0042981
ENSCHAG00000023815	GO:0005515
ENSCHAG00000023816	GO:0006418
ENSCHAG00000023816	GO:0004812
ENSCHAG00000023816	GO:0005524
ENSCHAG00000023816	GO:0004821
ENSCHAG00000023816	GO:0006427
ENSCHAG00000023816	GO:0005737
ENSCHAG00000023817	GO:0033173
ENSCHAG00000023817	GO:0002040
ENSCHAG00000023817	GO:0019722
ENSCHAG00000023817	GO:0003676
ENSCHAG00000023819	
ENSCHAG00000023820	GO:0055085
ENSCHAG00000023820	GO:0006811
ENSCHAG00000023820	GO:0005216
ENSCHAG00000023820	GO:0016020
ENSCHAG00000023821	GO:0030433
ENSCHAG00000023821	GO:0061630
ENSCHAG00000023821	GO:0016567
ENSCHAG00000023821	GO:0000836
ENSCHAG00000023822	GO:0005515
ENSCHAG00000023823	
ENSCHAG00000023825	GO:0034220
ENSCHAG00000023825	GO:0005230
ENSCHAG00000023825	GO:0004888
ENSCHAG00000023825	GO:0006811
ENSCHAG00000023825	GO:0005216
ENSCHAG00000023825	GO:0016021
ENSCHAG00000023826	GO:0048703
ENSCHAG00000023826	GO:0007417
ENSCHAG00000023826	GO:0035265
ENSCHAG00000023826	GO:0030299
ENSCHAG00000023826	GO:0006886
ENSCHAG00000023826	GO:0005525
ENSCHAG00000023827	
ENSCHAG00000023828	GO:0016702
ENSCHAG00000023828	GO:0055114
ENSCHAG00000023828	GO:0005739
ENSCHAG00000023828	GO:1902176
ENSCHAG00000023828	GO:0010437
ENSCHAG00000023829	
ENSCHAG00000023830	GO:0003678
ENSCHAG00000023830	GO:0006338
ENSCHAG00000023830	GO:0006281
ENSCHAG00000023830	GO:0005524
ENSCHAG00000023831	
ENSCHAG00000023832	GO:0015267
ENSCHAG00000023832	GO:0055085
ENSCHAG00000023832	GO:0016020
ENSCHAG00000023833	
ENSCHAG00000023834	
ENSCHAG00000023835	GO:0003725
ENSCHAG00000023836	GO:0005252
ENSCHAG00000023836	GO:0060047
ENSCHAG00000023836	GO:0071805
ENSCHAG00000023836	GO:0005267
ENSCHAG00000023836	GO:0016020
ENSCHAG00000023836	GO:0016021
ENSCHAG00000023837	
ENSCHAG00000023838	GO:0000976
ENSCHAG00000023838	GO:0045893
ENSCHAG00000023838	GO:0001945
ENSCHAG00000023838	GO:0009953
ENSCHAG00000023838	GO:0036342
ENSCHAG00000023838	GO:0048514
ENSCHAG00000023838	GO:0007368
ENSCHAG00000023838	GO:0060030
ENSCHAG00000023838	GO:0001947
ENSCHAG00000023838	GO:0043049
ENSCHAG00000023838	GO:0048264
ENSCHAG00000023838	GO:0003143
ENSCHAG00000023838	GO:0048919
ENSCHAG00000023838	GO:2000223
ENSCHAG00000023838	GO:0060037
ENSCHAG00000023838	GO:0009880
ENSCHAG00000023838	GO:0060021
ENSCHAG00000023838	GO:0048922
ENSCHAG00000023838	GO:0030509
ENSCHAG00000023838	GO:0007179
ENSCHAG00000023838	GO:0005667
ENSCHAG00000023838	GO:0006355
ENSCHAG00000023838	GO:0005515
ENSCHAG00000023839	GO:0046578
ENSCHAG00000023839	GO:0035023
ENSCHAG00000023839	GO:0007264
ENSCHAG00000023839	GO:0005085
ENSCHAG00000023839	GO:0005515
ENSCHAG00000023840	GO:0006397
ENSCHAG00000023840	GO:0004721
ENSCHAG00000023840	GO:0005634
ENSCHAG00000023840	
ENSCHAG00000023841	GO:0008934
ENSCHAG00000023841	GO:0046855
ENSCHAG00000023841	GO:0046854
ENSCHAG00000023842	GO:0022857
ENSCHAG00000023842	GO:0055085
ENSCHAG00000023842	GO:0016021
ENSCHAG00000023843	GO:0008270
ENSCHAG00000023844	GO:0045893
ENSCHAG00000023844	GO:0043010
ENSCHAG00000023844	GO:0070306
ENSCHAG00000023844	GO:0021984
ENSCHAG00000023844	GO:0002088
ENSCHAG00000023844	GO:0035270
ENSCHAG00000023844	GO:0003700
ENSCHAG00000023844	GO:0003677
ENSCHAG00000023844	GO:0006355
ENSCHAG00000023844	GO:0000981
ENSCHAG00000023845	GO:0003725
ENSCHAG00000023845	GO:0016021
ENSCHAG00000023846	
ENSCHAG00000023847	GO:0008934
ENSCHAG00000023847	GO:0046855
ENSCHAG00000023847	GO:0046854
ENSCHAG00000023848	GO:0007186
ENSCHAG00000023848	GO:0004930
ENSCHAG00000023848	GO:0016021
ENSCHAG00000023849	GO:0016829
ENSCHAG00000023849	GO:0009617
ENSCHAG00000023849	GO:0090594
ENSCHAG00000023850	GO:0021510
ENSCHAG00000023850	GO:0097546
ENSCHAG00000023850	GO:0007018
ENSCHAG00000023850	GO:0003777
ENSCHAG00000023850	GO:0008017
ENSCHAG00000023850	GO:0005524
ENSCHAG00000023851	GO:0005634
ENSCHAG00000023851	GO:0003700
ENSCHAG00000023851	GO:0003677
ENSCHAG00000023851	GO:0006355
ENSCHAG00000023851	GO:0007165
ENSCHAG00000023852	GO:0007186
ENSCHAG00000023852	GO:0004930
ENSCHAG00000023852	GO:0016021
ENSCHAG00000023853	GO:0071805
ENSCHAG00000023853	GO:0005267
ENSCHAG00000023853	GO:0016020
ENSCHAG00000023853	GO:0016021
ENSCHAG00000023854	
ENSCHAG00000023855	GO:0016567
ENSCHAG00000023855	GO:0005515
ENSCHAG00000023856	GO:0017015
ENSCHAG00000023857	GO:0004659
ENSCHAG00000023857	GO:0030173
ENSCHAG00000023857	GO:0005794
ENSCHAG00000023857	GO:0004517
ENSCHAG00000023857	GO:0016209
ENSCHAG00000023857	GO:0001885
ENSCHAG00000023857	GO:0006744
ENSCHAG00000023857	GO:0009234
ENSCHAG00000023857	GO:0032194
ENSCHAG00000023857	GO:0042371
ENSCHAG00000023857	GO:0071498
ENSCHAG00000023857	GO:0016765
ENSCHAG00000023857	GO:0016021
ENSCHAG00000023857	GO:0072359
ENSCHAG00000023858	GO:0032012
ENSCHAG00000023859	
ENSCHAG00000023860	GO:0005178
ENSCHAG00000023860	GO:0050840
ENSCHAG00000023860	GO:0005518
ENSCHAG00000023860	GO:0008283
ENSCHAG00000023860	GO:0007155
ENSCHAG00000023860	GO:0005515
ENSCHAG00000023860	GO:0071466
ENSCHAG00000023860	GO:0048747
ENSCHAG00000023862	
ENSCHAG00000023863	GO:0031012
ENSCHAG00000023863	GO:0004222
ENSCHAG00000023863	GO:0008237
ENSCHAG00000023863	GO:0006508
ENSCHAG00000023863	GO:0008270
ENSCHAG00000023864	GO:0030163
ENSCHAG00000023864	GO:0036402
ENSCHAG00000023864	GO:0016887
ENSCHAG00000023864	GO:0005737
ENSCHAG00000023864	GO:0016787
ENSCHAG00000023864	GO:0005524
ENSCHAG00000023866	
ENSCHAG00000023867	GO:0005515
ENSCHAG00000023868	
ENSCHAG00000023870	
ENSCHAG00000023871	GO:0005509
ENSCHAG00000023872	GO:0007186
ENSCHAG00000023872	GO:0004930
ENSCHAG00000023872	GO:0016021
ENSCHAG00000023873	GO:0008270
ENSCHAG00000023873	GO:0003676
ENSCHAG00000023875	GO:0042626
ENSCHAG00000023875	GO:0016887
ENSCHAG00000023875	GO:0055085
ENSCHAG00000023875	GO:0016021
ENSCHAG00000023875	GO:0005524
ENSCHAG00000023876	GO:0004713
ENSCHAG00000023876	GO:0006468
ENSCHAG00000023876	GO:0004672
ENSCHAG00000023876	GO:0005524
ENSCHAG00000023876	GO:0005515
ENSCHAG00000023877	GO:0003700
ENSCHAG00000023877	GO:0006355
ENSCHAG00000023877	GO:0043565
ENSCHAG00000023878	GO:0004896
ENSCHAG00000023878	GO:0016020
ENSCHAG00000023878	GO:0005515
ENSCHAG00000023878	
ENSCHAG00000023879	GO:0016021
ENSCHAG00000023881	GO:0060319
ENSCHAG00000023881	GO:0046982
ENSCHAG00000023882	GO:0098609
ENSCHAG00000023882	GO:0007156
ENSCHAG00000023882	GO:0005886
ENSCHAG00000023882	GO:0007155
ENSCHAG00000023882	GO:0016020
ENSCHAG00000023882	GO:0005509
ENSCHAG00000023883	GO:0001654
ENSCHAG00000023883	GO:0002088
ENSCHAG00000023883	GO:0002089
ENSCHAG00000023883	GO:0035904
ENSCHAG00000023883	GO:1902747
ENSCHAG00000023883	GO:0003700
ENSCHAG00000023883	GO:0006355
ENSCHAG00000023883	GO:0043565
ENSCHAG00000023884	GO:0005252
ENSCHAG00000023884	GO:0071805
ENSCHAG00000023884	GO:0005267
ENSCHAG00000023884	GO:0016020
ENSCHAG00000023885	
ENSCHAG00000023886	GO:0005515
ENSCHAG00000023887	GO:0051289
ENSCHAG00000023887	GO:0008140
ENSCHAG00000023887	GO:0032793
ENSCHAG00000023887	GO:0005737
ENSCHAG00000023887	GO:0005634
ENSCHAG00000023888	
ENSCHAG00000023889	
ENSCHAG00000023890	GO:0007224
ENSCHAG00000023890	GO:0006468
ENSCHAG00000023890	GO:0004672
ENSCHAG00000023890	GO:0005524
ENSCHAG00000023891	GO:0090481
ENSCHAG00000023891	GO:0015165
ENSCHAG00000023891	GO:0000139
ENSCHAG00000023891	GO:0016021
ENSCHAG00000023892	
ENSCHAG00000023893	GO:0005267
ENSCHAG00000023893	GO:0071805
ENSCHAG00000023893	GO:0016020
ENSCHAG00000023894	GO:0015914
ENSCHAG00000023894	GO:0005548
ENSCHAG00000023895	GO:0016538
ENSCHAG00000023895	GO:0006357
ENSCHAG00000023896	GO:0016787
ENSCHAG00000023897	
ENSCHAG00000023898	GO:0008236
ENSCHAG00000023898	GO:0006508
ENSCHAG00000023899	GO:0046873
ENSCHAG00000023899	GO:0030001
ENSCHAG00000023899	GO:0055085
ENSCHAG00000023899	GO:0016020
ENSCHAG00000023900	GO:0007155
ENSCHAG00000023900	GO:0005576
ENSCHAG00000023900	GO:0005509
ENSCHAG00000023901	GO:0006468
ENSCHAG00000023901	GO:0004672
ENSCHAG00000023901	GO:0005524
ENSCHAG00000023902	GO:0017174
ENSCHAG00000023903	GO:0005515
ENSCHAG00000023904	GO:0055114
ENSCHAG00000023905	
ENSCHAG00000023906	
ENSCHAG00000023907	GO:0007186
ENSCHAG00000023907	GO:0004930
ENSCHAG00000023907	GO:0016021
ENSCHAG00000023908	GO:0003676
ENSCHAG00000023910	
ENSCHAG00000023911	GO:0016787
ENSCHAG00000023912	GO:0007018
ENSCHAG00000023912	GO:0003777
ENSCHAG00000023912	GO:0008017
ENSCHAG00000023912	GO:0005524
ENSCHAG00000023913	GO:0062023
ENSCHAG00000023913	GO:0005515
ENSCHAG00000023914	GO:0022857
ENSCHAG00000023914	GO:0055085
ENSCHAG00000023914	GO:0016020
ENSCHAG00000023915	GO:0005515
ENSCHAG00000023916	GO:0006511
ENSCHAG00000023917	
ENSCHAG00000023918	GO:0007264
ENSCHAG00000023918	GO:0005525
ENSCHAG00000023918	GO:0003924
ENSCHAG00000023919	
ENSCHAG00000023921	GO:0016020
ENSCHAG00000023922	
ENSCHAG00000023923	GO:0051015
ENSCHAG00000023923	GO:0032401
ENSCHAG00000023923	GO:0045176
ENSCHAG00000023924	GO:0061564
ENSCHAG00000023924	GO:0005525
ENSCHAG00000023924	GO:0003924
ENSCHAG00000023925	
ENSCHAG00000023926	GO:0004144
ENSCHAG00000023926	GO:0008374
ENSCHAG00000023926	GO:0019432
ENSCHAG00000023927	GO:0061617
ENSCHAG00000023927	GO:0005743
ENSCHAG00000023929	GO:0016021
ENSCHAG00000023930	GO:0006370
ENSCHAG00000023930	GO:0016791
ENSCHAG00000023930	GO:0016311
ENSCHAG00000023930	GO:0004725
ENSCHAG00000023930	GO:0004484
ENSCHAG00000023930	GO:0004651
ENSCHAG00000023931	GO:0061630
ENSCHAG00000023931	GO:0008270
ENSCHAG00000023932	GO:0000976
ENSCHAG00000023932	GO:0001756
ENSCHAG00000023932	GO:0007507
ENSCHAG00000023932	GO:0030239
ENSCHAG00000023932	GO:0045944
ENSCHAG00000023932	GO:0010628
ENSCHAG00000023932	GO:0000977
ENSCHAG00000023932	GO:0046983
ENSCHAG00000023932	GO:0003677
ENSCHAG00000023933	
ENSCHAG00000023934	GO:0008290
ENSCHAG00000023934	GO:0051016
ENSCHAG00000023934	GO:0005737
ENSCHAG00000023934	GO:0030036
ENSCHAG00000023934	GO:0003779
ENSCHAG00000023936	
ENSCHAG00000023937	GO:0008013
ENSCHAG00000023937	GO:0060070
ENSCHAG00000023937	GO:0016055
ENSCHAG00000023937	GO:0005634
ENSCHAG00000023937	GO:0006357
ENSCHAG00000023937	GO:0033153
ENSCHAG00000023937	GO:0033339
ENSCHAG00000023937	GO:0033333
ENSCHAG00000023937	GO:0021513
ENSCHAG00000023938	GO:0016021
ENSCHAG00000023938	GO:0006616
ENSCHAG00000023939	
ENSCHAG00000023940	GO:0046856
ENSCHAG00000023940	GO:0043010
ENSCHAG00000023940	GO:0048741
ENSCHAG00000023941	GO:0006974
ENSCHAG00000023941	GO:0006281
ENSCHAG00000023941	GO:0005634
ENSCHAG00000023941	GO:0070876
ENSCHAG00000023942	GO:0051015
ENSCHAG00000023942	GO:0005515
ENSCHAG00000023942	GO:0032401
ENSCHAG00000023942	GO:0045176
ENSCHAG00000023943	GO:0003899
ENSCHAG00000023943	GO:0006351
ENSCHAG00000023943	GO:0003677
ENSCHAG00000023944	GO:0035091
ENSCHAG00000023945	GO:0051015
ENSCHAG00000023945	GO:0032401
ENSCHAG00000023945	GO:0045176
ENSCHAG00000023946	GO:0006468
ENSCHAG00000023946	GO:0004672
ENSCHAG00000023946	GO:0005524
ENSCHAG00000023947	GO:0048882
ENSCHAG00000023947	GO:0048883
ENSCHAG00000023947	GO:0004713
ENSCHAG00000023947	GO:0007169
ENSCHAG00000023947	GO:0004714
ENSCHAG00000023947	GO:0005887
ENSCHAG00000023947	GO:0016020
ENSCHAG00000023947	GO:0006468
ENSCHAG00000023947	GO:0004672
ENSCHAG00000023947	GO:0005524
ENSCHAG00000023947	GO:0005515
ENSCHAG00000023949	GO:0005923
ENSCHAG00000023949	GO:0005198
ENSCHAG00000023949	GO:0016021
ENSCHAG00000023950	GO:0005179
ENSCHAG00000023950	GO:0005515
ENSCHAG00000023951	GO:0032259
ENSCHAG00000023951	GO:0008168
ENSCHAG00000023951	GO:0003676
ENSCHAG00000023952	GO:0030154
ENSCHAG00000023952	GO:0007219
ENSCHAG00000023952	GO:0007275
ENSCHAG00000023952	GO:0038023
ENSCHAG00000023952	GO:0005044
ENSCHAG00000023952	GO:0006355
ENSCHAG00000023952	GO:0016020
ENSCHAG00000023952	GO:0016021
ENSCHAG00000023952	GO:0005509
ENSCHAG00000023952	GO:0005515
ENSCHAG00000023952	GO:0050793
ENSCHAG00000023953	GO:0042802
ENSCHAG00000023953	GO:0005515
ENSCHAG00000023954	GO:0005923
ENSCHAG00000023954	GO:0005198
ENSCHAG00000023954	GO:0016021
ENSCHAG00000023955	GO:0005615
ENSCHAG00000023955	GO:0004867
ENSCHAG00000023956	GO:0006914
ENSCHAG00000023957	GO:0003676
ENSCHAG00000023957	GO:0003730
ENSCHAG00000023958	
ENSCHAG00000023959	GO:0043547
ENSCHAG00000023959	GO:0005096
ENSCHAG00000023959	GO:0005515
ENSCHAG00000023960	GO:0071949
ENSCHAG00000023960	GO:0050660
ENSCHAG00000023960	GO:0016491
ENSCHAG00000023960	GO:0055114
ENSCHAG00000023960	GO:0003824
ENSCHAG00000023961	GO:0003824
ENSCHAG00000023962	GO:0003723
ENSCHAG00000023962	GO:0003676
ENSCHAG00000023963	GO:0009617
ENSCHAG00000023963	GO:0016507
ENSCHAG00000023963	GO:0006635
ENSCHAG00000023963	GO:0004300
ENSCHAG00000023963	GO:0003857
ENSCHAG00000023963	GO:0006631
ENSCHAG00000023963	GO:0005739
ENSCHAG00000023963	GO:0016491
ENSCHAG00000023963	GO:0055114
ENSCHAG00000023963	GO:0003824
ENSCHAG00000023964	GO:0006189
ENSCHAG00000023964	GO:0009113
ENSCHAG00000023964	GO:0016742
ENSCHAG00000023964	GO:0043010
ENSCHAG00000023964	GO:0043009
ENSCHAG00000023964	GO:0043473
ENSCHAG00000023964	GO:0009058
ENSCHAG00000023964	GO:0046872
ENSCHAG00000023964	GO:0005524
ENSCHAG00000023964	GO:0004637
ENSCHAG00000023964	GO:0004641
ENSCHAG00000023964	GO:0004644
ENSCHAG00000023965	GO:0005247
ENSCHAG00000023965	GO:0006821
ENSCHAG00000023965	GO:0055085
ENSCHAG00000023965	GO:0016020
ENSCHAG00000023967	
ENSCHAG00000023968	
ENSCHAG00000023969	GO:0016192
ENSCHAG00000023970	
ENSCHAG00000023971	GO:0015485
ENSCHAG00000023971	GO:0006694
ENSCHAG00000023971	GO:0120020
ENSCHAG00000023971	GO:0008289
ENSCHAG00000023971	GO:0005739
ENSCHAG00000023972	GO:0043231
ENSCHAG00000023972	GO:0051537
ENSCHAG00000023973	
ENSCHAG00000023974	GO:0005515
ENSCHAG00000023975	GO:0030317
ENSCHAG00000023975	GO:0015385
ENSCHAG00000023975	GO:0015299
ENSCHAG00000023975	GO:0006814
ENSCHAG00000023975	GO:0006812
ENSCHAG00000023975	GO:0055085
ENSCHAG00000023975	GO:0016021
ENSCHAG00000023976	GO:0005515
ENSCHAG00000023977	GO:0007166
ENSCHAG00000023977	GO:0004888
ENSCHAG00000023977	GO:0007186
ENSCHAG00000023977	GO:0004930
ENSCHAG00000023977	GO:0016021
ENSCHAG00000023978	GO:0098609
ENSCHAG00000023978	GO:0007156
ENSCHAG00000023978	GO:0005886
ENSCHAG00000023978	GO:0007155
ENSCHAG00000023978	GO:0016020
ENSCHAG00000023978	GO:0005509
ENSCHAG00000023979	GO:0007156
ENSCHAG00000023979	GO:0007166
